name;category;sub_category
anode production, graphite, for lithium-ion battery;material;Electronics\Component\Transformation
anode production, paste, for aluminium electrolysis;material;Others\Obsolete
anode production, paste, for aluminium electrolysis;material;Metals\Extraction\Transformation
anode production, paste, for aluminium electrolysis;material;Metals\Extraction\Transformation
anode production, paste, for aluminium electrolysis IAI Area,;material;Metals\Extraction\Transformation
anode production, paste, for aluminium electrolysis IAI Area, Asia, without;material;Metals\Extraction\Transformation
anode production, paste, for aluminium electrolysis IAI Area, EU27 &;material;Metals\Extraction\Transformation
anode production, paste, for aluminium electrolysis IAI Area, Gulf Cooperation;material;Metals\Extraction\Transformation
anode production, paste, for aluminium electrolysis IAI Area, Russia & RER w/o;material;Metals\Extraction\Transformation
anode production, paste, for aluminium electrolysis IAI Area, South;material;Metals\Extraction\Transformation
anode production, prebake, for aluminium electrolysis;material;Others\Obsolete
anode production, prebake, for aluminium electrolysis;material;Metals\Extraction\Transformation
anode production, prebake, for aluminium electrolysis;material;Metals\Extraction\Transformation
anode production, prebake, for aluminium electrolysis;material;Metals\Extraction\Transformation
anode production, prebake, for aluminium electrolysis;material;Metals\Extraction\Transformation
anode production, prebake, for aluminium electrolysis IAI Area,;material;Metals\Extraction\Transformation
anode production, prebake, for aluminium electrolysis IAI Area, Asia, without;material;Metals\Extraction\Transformation
anode production, prebake, for aluminium electrolysis IAI Area, EU27 &;material;Metals\Extraction\Transformation
anode production, prebake, for aluminium electrolysis IAI Area, Gulf;material;Metals\Extraction\Transformation
anode production, prebake, for aluminium electrolysis IAI Area, Russia & RER;material;Metals\Extraction\Transformation
anode production, prebake, for aluminium electrolysis IAI Area, South;material;Metals\Extraction\Transformation
anode refinery construction;material;Metals\Extraction\Transformation\Infrastructure
anode refinery construction;material;Metals\Extraction\Transformation\Infrastructure
anode slime, silver and tellurium containing stockpiling;material;Metals\Extraction\Transformation
anode slime, silver and tellurium containing stockpiling;material;Metals\Extraction\Transformation
anodising, aluminium sheet;processing;Metals\Coating\Transformation
anodising, aluminium sheet;processing;Metals\Coating\Transformation
anodising, aluminium sheet;processing;Metals\Coating\Transformation
anthranilic acid production;material;Chemicals\Acids (organic)\Transformation
anthranilic acid production;material;Chemicals\Acids (organic)\Transformation
anthraquinone production;material;Chemicals\Organic\Transformation
anthraquinone production;material;Chemicals\Organic\Transformation
antimony production;material;Metals\Non ferro\Transformation
antimony production;material;Metals\Non ferro\Transformation
anti-reflex-coating, etching, solar glass;processing;Glass\Transformation
anti-reflex-coating, etching, solar glass;processing;Glass\Transformation
apple production;material;Agricultural\Plant production\Fruits\Transformation
apple production;material;Agricultural\Plant production\Fruits\Transformation
apple production;material;Others\Obsolete
apple production;material;Agricultural\Plant production\Fruits\Transformation
apple production;material;Agricultural\Plant production\Fruits\Transformation
apple production;material;Agricultural\Plant production\Fruits\Transformation
apple production;material;Agricultural\Plant production\Fruits\Transformation
application of plant protection product, by field sprayer;processing;Agricultural\Transformation
application of plant protection product, by field sprayer;processing;Agricultural\Transformation
application of plant protection product, by field sprayer;processing;Agricultural\Transformation
application of plant protection product, by field sprayer;processing;Agricultural\Transformation
application of plant protection product, by field sprayer;processing;Agricultural\Transformation
apricot production;material;Agricultural\Plant production\Fruits\Transformation
apricot production;material;Agricultural\Plant production\Fruits\Transformation
apricot production;material;Agricultural\Plant production\Fruits\Transformation
apricot production;material;Agricultural\Plant production\Fruits\Transformation
apricot production;material;Agricultural\Plant production\Fruits\Transformation
argon production, liquid;material;Chemicals\Gases\Liquified\Transformation
argon production, liquid;material;Chemicals\Gases\Liquified\Transformation
argon to generic market for inert gas for discharge lamps;material;Chemicals\Others\Transformation
arsine production;material;Chemicals\Inorganic\Transformation
asbestos production, crysotile type;material;Minerals\Transformation
ascorbic acid production;material;Chemicals\Acids (organic)\Transformation
ascorbic acid production;material;Chemicals\Acids (organic)\Transformation
ash, from combustion of bagasse from sugarcane, Recycled Content cut-off;processing;Agricultural\Transformation
asparagus seedling production, for planting;material;Agricultural\Plant seeds\Transformation
asparagus seedling production, for planting;material;Agricultural\Plant seeds\Transformation
assembly of generator and motor, auxilliaries and energy use, for mini CHP;processing;Electronics\Transformation
assembly of generator and motor, auxilliaries and energy use, for mini CHP;processing;Electronics\Transformation
assembly of generator and motor, auxilliaries and energy use, heat and power;processing;Electronics\Transformation
assembly of generator and motor, auxilliaries and energy use, heat and power;processing;Electronics\Transformation
assembly of liquid crystal display, auxilliaries and energy use;processing;Electronics\Transformation
Atr bm + ccs (mdea), 98 (average), with digestate incineration, 25 bar {CH}|;transport;carculator\synthetic fuels\transformation
Atr bm, with digestate incineration, 25 bar {CH}| Cut-off,;transport;carculator\synthetic fuels\transformation
Atr ng + ccs (mdea), 98 (average), 25 bar {RER}| Cut-off,;transport;carculator\synthetic fuels\transformation
Atr ng, 25 bar {RER}| Cut-off,;transport;carculator\synthetic fuels\transformation
atrazine production;material;Chemicals\Pesticides\Transformation
atrazine production;material;Chemicals\Pesticides\Transformation
aubergine production, in heated greenhouse;material;Agricultural\Plant production\Vegetables\Transformation
aubergine production, open field;material;Agricultural\Plant production\Vegetables\Transformation
aubergine production, open field;material;Agricultural\Plant production\Vegetables\Transformation
autoclaved aerated concrete block production;material;Construction\Concrete\Transformation
autoclaved aerated concrete block production;material;Construction\Concrete\Transformation
autoclaved aerated concrete block production;material;Construction\Concrete\Transformation
autoclaved aerated concrete block production;waste treatment;Others\Transformation
autoclaved aerated concrete block production;waste treatment;Others\Transformation
auxiliary heating unit production, electric, 5kW;energy;Heat\Solar\Transformation\Infrastructure
auxiliary heating unit production, electric, 5kW;energy;Heat\Solar\Transformation\Infrastructure
avocado production;material;Agricultural\Plant production\Fruits\Transformation
azodicarbonamide production;material;Chemicals\Inorganic\Transformation
azodicarbonamide production;material;Chemicals\Inorganic\Transformation
backlight production, for liquid crystal display;material;Electronics\Component\Transformation
bale loading;processing;Agricultural\Transformation
bale loading;processing;Agricultural\Transformation
bale loading;processing;Agricultural\Transformation
baling;processing;Agricultural\Transformation
baling;processing;Agricultural\Transformation
baling;processing;Agricultural\Transformation
banana production;material;Agricultural\Plant production\Fruits\Transformation
banana production;material;Agricultural\Plant production\Fruits\Transformation
banana production;material;Agricultural\Plant production\Fruits\Transformation
banana production;material;Others\Obsolete
banana production;material;Agricultural\Plant production\Fruits\Transformation
banana production;material;Agricultural\Plant production\Fruits\Transformation
barge production;transport;Water\Transformation\Infrastructure
barge production;transport;Water\Transformation\Infrastructure
barge tanker production;transport;Water\Transformation\Infrastructure
barge tanker production;transport;Water\Transformation\Infrastructure
barite production;material;Chemicals\Inorganic\Transformation
barite production;material;Chemicals\Inorganic\Transformation
barite production;material;Chemicals\Inorganic\Transformation
