f819c350-4a6c-457d-938f-27e8d23850ad;('Strontium-90', ('water', 'ground-'), 'kilo Becquerel')
2cbfe861-7436-4a43-8892-f057320dc57d;('Xenon-138', ('air',), 'kilo Becquerel')
54b9cbd0-65df-4fd3-8a19-dd3b8eccc619;('Mercury, in ground', ('natural resource', 'in ground'), 'kilogram')
e06e2e1e-ad87-49e2-a184-f2d1c48b7b46;('Methane, chlorotrifluoro-, CFC-13', ('air',), 'kilogram')
8f3e0579-d07d-48c9-b41a-fb559728f9c0;('Ethane, hexafluoro-, HFC-116', ('air', 'non-urban air or from high stacks'), 'kilogram')
2169a4c1-3198-48ed-92f4-4fa22ed44739;('Lactic acid', ('water', 'ground-, long-term'), 'kilogram')
13d898ac-b9be-4723-a153-565e2a9144ac;('PAH, polycyclic aromatic hydrocarbons', ('air', 'non-urban air or from high stacks'), 'kilogram')
e70d3563-78c4-42cf-8cf3-5ac42c499589;('Radon-220', ('air', 'non-urban air or from high stacks'), 'kilo Becquerel')
c377b25d-c52c-4b0f-aa2a-8c51ff1dab31;('Heat, waste', ('air', 'low population density, long-term'), 'megajoule')
5b951316-f3b3-4dfc-81e9-d3cc155ec831;('Phenol, 2,4-dichloro', ('air', 'non-urban air or from high stacks'), 'kilogram')
