,year,IAM_region,powertrain,size,vintage_year,vintage_demand_vkm
262948,2020,MEA,PHEV-p,Small,2014,145
262949,2020,MEA,PHEV-p,Small,2015,160
262950,2020,MEA,PHEV-p,Small,2016,145
262951,2020,MEA,PHEV-p,Small,2017,160
262952,2020,MEA,PHEV-p,Small,2018,167
262953,2020,MEA,PHEV-p,Small,2019,177
262967,2025,MEA,PHEV-p,Small,2009,1
262968,2025,MEA,PHEV-p,Small,2010,1
262969,2025,MEA,PHEV-p,Small,2011,29
262970,2025,MEA,PHEV-p,Small,2012,46
262971,2025,MEA,PHEV-p,Small,2013,63
262972,2025,MEA,PHEV-p,Small,2014,76
262973,2025,MEA,PHEV-p,Small,2015,91
262974,2025,MEA,PHEV-p,Small,2016,89
262975,2025,MEA,PHEV-p,Small,2017,102
262976,2025,MEA,PHEV-p,Small,2018,109
262977,2025,MEA,PHEV-p,Small,2019,117
262978,2025,MEA,PHEV-p,Small,2020,125
262979,2025,MEA,PHEV-p,Small,2021,555
262980,2025,MEA,PHEV-p,Small,2022,919
262981,2025,MEA,PHEV-p,Small,2023,1297
262982,2025,MEA,PHEV-p,Small,2024,1693
263002,2030,MEA,PHEV-p,Small,2015,14
263003,2030,MEA,PHEV-p,Small,2016,34
263004,2030,MEA,PHEV-p,Small,2017,57
263005,2030,MEA,PHEV-p,Small,2018,75
263006,2030,MEA,PHEV-p,Small,2019,92
263007,2030,MEA,PHEV-p,Small,2020,108
263008,2030,MEA,PHEV-p,Small,2021,509
263009,2030,MEA,PHEV-p,Small,2022,880
263010,2030,MEA,PHEV-p,Small,2023,1277
263011,2030,MEA,PHEV-p,Small,2024,1697
263012,2030,MEA,PHEV-p,Small,2025,2142
263013,2030,MEA,PHEV-p,Small,2026,3918
263014,2030,MEA,PHEV-p,Small,2027,5103
263015,2030,MEA,PHEV-p,Small,2028,6231
263016,2030,MEA,PHEV-p,Small,2029,7366
263041,2035,MEA,PHEV-p,Small,2020,16
263042,2035,MEA,PHEV-p,Small,2021,199
263043,2035,MEA,PHEV-p,Small,2022,495
263044,2035,MEA,PHEV-p,Small,2023,883
263045,2035,MEA,PHEV-p,Small,2024,1339
263046,2035,MEA,PHEV-p,Small,2025,1848
