dataset name,reference product,dataset location,exchange name,exchange categories,exchange unit,exchange amount,exchange type
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Indonesia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Indonesia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Indonesia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Japan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Japan,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Japan,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Mexico,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Mexico,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Mexico,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Middle East,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Middle East,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Middle East,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Pakistan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Pakistan,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Pakistan,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Russia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Russia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Russia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South Africa,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South Africa,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South Africa,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South America_Northern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South America_Northern,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South America_Northern,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South America_Southern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South America_Southern,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South America_Southern,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South Asia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South Asia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South Korea,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South Korea,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",South Korea,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Southeast Asia,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Southeast Asia,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Southeast Asia,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Taiwan,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Taiwan,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Taiwan,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",USA,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",USA,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",USA,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Ukraine,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Ukraine,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",Ukraine,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",World,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.288594247218943e-07,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",World,Strontium II,"('air', 'non-urban air or from high stacks')",kilogram,5.750351970729104e-09,biosphere
"electricity production, at hard coal-fired power plant, post, pipeline 200km, storage 1000m","electricity, high voltage",World,"Xylenes, unspecified","('air', 'non-urban air or from high stacks')",kilogram,7.4255247515633345e-06,biosphere
"electricity production, at lignite-fired power plant, oxy, pipeline 200km, storage 1000m","electricity, high voltage",Africa_Eastern,Propylene,"('air', 'non-urban air or from high stacks')",kilogram,1.4157257496858923e-07,biosphere
