Units,scenario,region,Year,value
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2075,14.501283837822342
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2080,7.2380314255493445
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2085,1.8167868088923353
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2090,-3.1587238487603897
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2095,-7.1533709498905
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",Colombia,2100,-10.377701758250518
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,1975,131.70426340699998
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,1990,282.850500476
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2005,210.485102924
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2010,205.5846233015
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2015,189.7968319907
MTC,"GCAM_SSP2,date=2025-2-9T15:11:00-06:00",EU-12,2021,188.0197045795
