Units,scenario,region,sector,subsector,technology,fuel,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2075,2.92728
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2080,3.16952
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2085,3.28317
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2090,2.07344
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2095,0.628708
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Southern,gas processing,natural gas,natural gas,regional natural gas,2100,0.370335
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2010,6.74171e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2021,3.38416e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2025,9.79357e-05
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2030,0.000192508
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2035,0.000430198
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2040,0.0015893
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2045,0.000503217
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2050,0.000250603
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2055,0.000263321
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2060,0.000253511
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2065,0.000218945
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2070,0.000161644
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2075,0.000114592
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Africa_Western,gas processing,biomass gasification,biomass gasification,regional biomass,2080,7.95778e-05
