Units,scenario,region,sector,Year,value
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2035,0.338320318046
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2040,0.99307248035466
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2045,1.05644816198278
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2050,1.1147775885999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2055,1.00253366526416
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2060,0.89866577146854
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2065,0.81473354329614
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2070,0.77943058371936
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2075,0.7544840500679
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2080,0.7347228315348799
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2085,0.63936630354544
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2090,0.6367364134574
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2095,0.6426721553221
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",India,biomass,2100,0.65834141554094
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2025,0.01946329263491
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2030,0.066088347642
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2035,0.1577490309232
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2040,1.4150766942676
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2045,1.4707271612057
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2050,1.314494842469
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2055,1.000187866483
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2060,0.8019417295394999
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2065,0.7295038637711
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2070,0.663230028442
EJ,"GCAM_SSP2,date=2026-19-1T19:19:59+17:00",Indonesia,biomass,2075,0.6622879022018
